ngramtype	qid	gram	names	attributes	similarentitynames	categories	outgoingentitynames
unigram	INEX_LD-2012389	sharks	1.928667005705168E-6	6.635875399030297E-8	1.068988566846581E-7	0.0	0.0
unigram	INEX_LD-2012389	gulf	5.8836550427208285E-5	5.544510891439778E-5	6.617039228780337E-5	7.572681362667145E-5	4.626716682301979E-5
unigram	INEX_LD-2012389	indian	4.2816407526654726E-4	3.717962488301692E-4	3.8472898520808453E-4	0.0014298418099246515	2.5398343122124556E-4
unigram	INEX_LD-2012389	ocean	1.0280527545600585E-4	1.2810557457827986E-4	1.0705920496968508E-4	1.3850035650141225E-4	8.750294601404292E-5
bigram	INEX_LD-2012389	frequently visited	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-2012389	visited sharks	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-2012389	sharks gulf	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-2012389	gulf indian	7.324051920399371E-8	4.739910999307354E-8	0.0	2.9892163273686093E-7	6.352762161611944E-8
bigram	INEX_LD-2012389	indian ocean	1.6674424872109235E-5	1.526251341776968E-5	1.3362357085582263E-5	2.142271701280837E-5	5.279145356299526E-6
unigram	INEX_LD-2012390	baseball	3.6083162461167574E-4	2.4714606937038445E-4	3.0140132642239353E-4	0.0016847472322410097	1.9762172532342435E-4
unigram	INEX_LD-2012390	player	0.00108786584524332	8.496053470708467E-4	4.6025302745579544E-4	0.019367879889103063	3.4600954389435613E-4
unigram	INEX_LD-2012390	homeruns	0.0	0.0	0.0	0.0	0.0
unigram	INEX_LD-2012390	national	0.0018068924357753278	0.0015947335758949607	0.001762922495015039	0.003230720096483932	0.00130196684121156
unigram	INEX_LD-2012390	league	0.0010169934361602554	0.0011591262752366164	0.0010455242678042986	0.0034665443545772536	8.970735448412227E-4
bigram	INEX_LD-2012390	baseball player	4.963265851390641E-5	3.871559304234247E-5	4.8211384364780804E-5	6.945942339362192E-4	5.025670146051209E-5
bigram	INEX_LD-2012390	player homeruns	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-2012390	homeruns national	0.0	0.0	0.0	0.0	0.0
bigram	INEX_LD-2012390	national league	1.4111006699969456E-5	2.9273690331722222E-5	1.2988211087185959E-5	5.193763368802959E-5	8.303060145226812E-6
unigram	INEX_XER-60	olympic	7.657296282777543E-4	4.328960715667407E-4	4.689652842755951E-4	0.004710905291388683	2.4202753283309185E-4
unigram	INEX_XER-60	classes	2.441350640133124E-8	1.4219732997922063E-8	5.344942834232905E-8	0.0	0.0
unigram	INEX_XER-60	dinghy	4.223536607430304E-6	2.730188735601036E-6	6.841526827818118E-6	5.231128572895067E-6	8.258590810095527E-8
unigram	INEX_XER-60	sailing	2.8099945867932257E-5	2.5678467838747594E-5	2.0684928768481344E-5	6.414360035811808E-5	1.558967834459571E-5
bigram	INEX_XER-60	olympic classes	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-60	classes dinghy	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-60	dinghy sailing	2.441350640133124E-8	1.3034755248095226E-7	5.344942834232905E-8	0.0	1.2705524323223888E-8
unigram	INEX_XER-62	neil	1.5439101448201875E-4	3.5900085908753905E-5	1.387012665483439E-4	1.9280445311527533E-5	1.873810727189059E-4
unigram	INEX_XER-62	gaiman	1.6112914224878617E-6	1.3603544568012107E-6	1.9241794203238457E-6	1.7437095242983557E-6	6.149473772440362E-6
unigram	INEX_XER-62	novels	1.0986077880599058E-6	4.028924349411251E-8	0.0	0.0	0.0
bigram	INEX_XER-62	neil gaiman	9.032997368492559E-7	1.0735898413431158E-6	6.948425684502777E-7	1.7437095242983557E-6	4.027651210461973E-6
bigram	INEX_XER-62	gaiman novels	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-63	hugo	9.98756546878461E-5	2.3481519090568633E-5	8.124313108034015E-5	1.5718295854746607E-5	1.0310532988296186E-4
unigram	INEX_XER-63	awarded	0.0	2.606951049619045E-8	0.0	0.0	0.0
unigram	INEX_XER-63	best	4.203273397117199E-4	8.42507330349384E-4	3.6970969584389E-4	1.722037705924933E-4	9.710832240240018E-5
unigram	INEX_XER-63	novels	1.0986077880599058E-6	4.028924349411251E-8	0.0	0.0	0.0
bigram	INEX_XER-63	hugo awarded	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-63	awarded best	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-63	best novels	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-64	alan	3.322189951093155E-4	7.521053778150945E-5	3.4362637481283347E-4	2.0276850753983734E-5	3.905297011229327E-4
unigram	INEX_XER-64	moore	2.1361818101164835E-4	6.0322477332685046E-5	2.3485678813619384E-4	1.4497699187737757E-5	2.1422784561387799E-4
unigram	INEX_XER-64	graphic	2.028762381950626E-5	3.1214683885938585E-5	1.8921097633184483E-5	4.493788545477476E-5	7.337440296661796E-6
unigram	INEX_XER-64	novels	1.0986077880599058E-6	4.028924349411251E-8	0.0	0.0	0.0
unigram	INEX_XER-64	adapted	7.324051920399371E-8	1.1849777498268386E-8	5.344942834232905E-8	0.0	0.0
unigram	INEX_XER-64	film	0.0018155104035349975	0.0015591723936226574	0.0019280277791644935	0.012170843378241907	5.903875987272445E-4
bigram	INEX_XER-64	alan moore	1.2939158392705556E-6	1.211047260323029E-6	1.6034828502698715E-6	1.843350068543976E-6	1.1625554755749857E-6
bigram	INEX_XER-64	moore graphic	0.0	1.4219732997922063E-8	0.0	0.0	0.0
bigram	INEX_XER-64	graphic novels	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-64	novels adapted	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-64	adapted film	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-65	pacific	1.909136200584103E-4	1.64024620131031E-4	1.9460936859442006E-4	1.8269093787434486E-4	1.7357652054172316E-4
unigram	INEX_XER-65	navigators	0.0	2.369955499653677E-9	0.0	0.0	0.0
unigram	INEX_XER-65	australia	9.9470390481584E-4	9.547270932134853E-4	7.841565632103095E-4	0.0035451109237149255	0.0013079003210705055
unigram	INEX_XER-65	explorers	0.0	7.1098664989610315E-9	0.0	0.0	0.0
bigram	INEX_XER-65	pacific navigators	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-65	navigators australia	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-65	australia explorers	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-67	ferris	0.0	9.479821998614708E-9	0.0	0.0	0.0
unigram	INEX_XER-67	observation	1.1181385931809707E-5	2.0241789922542058E-5	1.3148559372212946E-5	9.017469254228638E-6	3.3352001348462707E-6
unigram	INEX_XER-67	wheels	1.4892238904812056E-5	1.905681217271522E-5	1.5500334219275425E-5	3.13867714373704E-6	2.490282767351882E-6
bigram	INEX_XER-67	ferris observation	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-67	observation wheels	0.0	1.4219732997922063E-8	0.0	0.0	0.0
unigram	INEX_XER-72	films	2.1972155761198114E-7	2.102150528192812E-6	3.7414599839630336E-7	0.0	0.0
unigram	INEX_XER-72	shot	6.25229898938093E-5	1.0091744508625288E-4	5.687019175623811E-5	2.728158101445084E-4	1.513227946895965E-5
unigram	INEX_XER-72	venice	2.2289531344415423E-5	3.095635873647633E-5	2.9129938446569334E-5	3.068928762765106E-5	6.095475294066661E-5
bigram	INEX_XER-72	films shot	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-72	shot venice	9.765402560532496E-8	7.1098664989610315E-9	0.0	1.7437095242983556E-7	0.0
unigram	INEX_XER-73	magazines	2.441350640133124E-8	4.739910999307354E-9	0.0	0.0	0.0
unigram	INEX_XER-73	indie	1.2035858655856301E-5	4.167803741690957E-5	1.0101941956700191E-5	1.1042663316020871E-4	4.259781139847273E-4
unigram	INEX_XER-73	music	8.069640405896028E-4	0.0011915543763383776	6.344447144234458E-4	0.001834257868881563	0.004337532595943242
bigram	INEX_XER-73	magazines indie	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-73	indie music	3.6620259601996857E-7	7.157265608954105E-7	2.6724714171164523E-7	1.0561897690035754E-5	8.258590810095527E-8
unigram	INEX_XER-74	circus	3.625405700597689E-5	2.187468926180344E-5	3.709390326957636E-5	1.584284653505363E-5	1.0247005366680065E-5
unigram	INEX_XER-74	mammals	1.6601184352905243E-6	5.924888749134193E-8	0.0	0.0	0.0
bigram	INEX_XER-74	circus mammals	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-79	works	2.0260768962464796E-4	3.4559402082599816E-4	9.022263504185144E-5	3.231591951246081E-4	1.9523308675065829E-4
unigram	INEX_XER-79	charles	0.001445621368048428	2.841268549869804E-4	0.0017144438635085465	6.536419702512693E-5	9.783571366990475E-4
unigram	INEX_XER-79	rennie	1.0131605156552465E-5	2.064231240198353E-6	2.1219423051904632E-5	2.491013606140508E-7	1.0494763090982931E-5
unigram	INEX_XER-79	mackintosh	7.421705946004697E-6	2.6022111386197374E-6	4.48975198075564E-6	2.9892163273686093E-7	3.3097890861998228E-6
bigram	INEX_XER-79	works charles	4.882701280266248E-7	2.3462559446571405E-7	4.275954267386324E-7	5.729331294123168E-7	1.9058286484835833E-7
bigram	INEX_XER-79	charles rennie	2.9296207681597485E-7	2.5358523846294344E-7	4.810448550809614E-7	2.491013606140508E-7	5.0822097292895554E-8
bigram	INEX_XER-79	rennie mackintosh	2.1972155761198114E-7	2.393655054650214E-7	3.206965700539743E-7	2.491013606140508E-7	3.8116572969671664E-8
unigram	INEX_XER-81	movies	4.213771204869772E-5	5.709222798665708E-5	6.659798771454199E-5	1.9629187216387204E-5	6.105004437309079E-6
unigram	INEX_XER-81	english	3.183032964605567E-4	8.157813421797895E-4	2.645746702945288E-4	0.004649427075589135	0.0016918993826913011
unigram	INEX_XER-81	hooligans	0.0	4.739910999307354E-9	0.0	0.0	0.0
bigram	INEX_XER-81	movies english	0.0	2.1329599496883094E-8	0.0	2.7401149667545587E-7	2.5411048646447777E-8
bigram	INEX_XER-81	english hooligans	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-86	list	0.003745495738585837	8.502002059012599E-4	0.0038228634633284005	4.055868353517975E-4	0.0017393799270871888
unigram	INEX_XER-86	countries	1.953080512106499E-7	3.727703005405269E-5	2.137977133693162E-7	0.0	0.0
unigram	INEX_XER-86	world	0.001352532668140152	0.0015356719148880915	0.0013236216434694367	0.002655370683873659	0.0012597400311233253
unigram	INEX_XER-86	war	9.654565241470452E-4	0.0010405502917224438	8.765706248141964E-4	0.003377216606661055	8.652970285088397E-4
unigram	INEX_XER-86	two	2.128857758196084E-4	0.001755383379394485	2.45600123233002E-4	4.5884470625108156E-5	6.715504881039986E-5
bigram	INEX_XER-86	list countries	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-86	countries world	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-86	world war	1.860797457909467E-4	3.708743361408039E-4	1.0433328412422631E-4	0.00163670803484659	2.713518829710926E-4
bigram	INEX_XER-86	war two	1.2939158392705556E-6	3.569152982478438E-6	2.5655725604317946E-6	1.245506803070254E-8	0.0
unigram	INEX_XER-87	axis	1.9433151095459666E-5	2.217804356575911E-5	2.8969590161542347E-5	1.3451473473158742E-6	3.7163658645429875E-6
unigram	INEX_XER-87	powers	3.7694453883655434E-5	6.07135199901279E-5	5.088385578189726E-5	5.1314880286494465E-6	1.4624058496030696E-5
unigram	INEX_XER-87	world	0.001352532668140152	0.0015356719148880915	0.0013236216434694367	0.002655370683873659	0.0012597400311233253
unigram	INEX_XER-87	war	9.654565241470452E-4	0.0010405502917224438	8.765706248141964E-4	0.003377216606661055	8.652970285088397E-4
unigram	INEX_XER-87	ii	7.983704863363342E-4	4.915429903611705E-4	0.0010278325070229876	0.0013549619409240678	4.7388429344544296E-4
bigram	INEX_XER-87	axis powers	9.032997368492559E-7	1.1707580168289166E-6	1.2827862802158973E-6	0.0	5.272792594137913E-7
bigram	INEX_XER-87	powers world	2.441350640133124E-7	3.0335430395567066E-7	4.810448550809614E-7	0.0	1.2705524323223888E-8
bigram	INEX_XER-87	world war	1.860797457909467E-4	3.708743361408039E-4	1.0433328412422631E-4	0.00163670803484659	2.713518829710926E-4
bigram	INEX_XER-87	war ii	1.211398187634056E-4	2.0777162869913823E-4	6.205478630544403E-5	0.0011423290195039142	1.4719985204671035E-4
unigram	INEX_XER-88	nordic	2.9637996771216125E-5	2.1673243044332876E-5	2.415914161073273E-5	4.399130028444137E-5	3.8180100591287785E-6
unigram	INEX_XER-88	authors	5.12683634427956E-7	1.4219732997922063E-8	1.12243799518891E-6	0.0	0.0
unigram	INEX_XER-88	known	1.3036812418310882E-5	0.0020414464880246824	1.4377896224086514E-5	3.938292511308143E-5	6.087851979472726E-5
unigram	INEX_XER-88	childrens	0.0	1.6589688497575742E-8	0.0	0.0	0.0
unigram	INEX_XER-88	literature	1.529506176043402E-4	1.2597024467309192E-4	1.16466304357935E-4	2.7565556565550863E-4	9.767371823478364E-5
bigram	INEX_XER-88	nordic authors	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-88	authors known	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-88	known childrens	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-88	childrens literature	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-91	paul	0.0012000459071574371	2.8771496761345605E-4	0.0012297109978719645	1.2400265731367447E-4	0.001121573806870427
unigram	INEX_XER-91	auster	3.8085069986076735E-6	9.266526003645878E-7	6.574279686106473E-6	9.21675034271988E-7	3.3987277564623903E-6
unigram	INEX_XER-91	novels	1.0986077880599058E-6	4.028924349411251E-8	0.0	0.0	0.0
bigram	INEX_XER-91	paul auster	3.6620259601996857E-7	2.606951049619045E-7	3.7414599839630336E-7	4.2347231304388636E-7	1.613601589049434E-6
bigram	INEX_XER-91	auster novels	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-94	hybrid	3.261644455217854E-5	2.7782988322440058E-5	4.41492278107638E-5	2.2792774496185648E-5	3.608368907795584E-6
unigram	INEX_XER-94	cars	1.1962618136652307E-5	1.3745741897991327E-7	1.015539138504252E-6	0.0	0.0
unigram	INEX_XER-94	sold	5.12683634427956E-6	2.053068749794984E-4	5.505291119259892E-6	1.7437095242983556E-7	1.7406568322816728E-6
unigram	INEX_XER-94	europe	6.001084008511231E-4	6.214212916531914E-4	5.298441831575078E-4	8.345642884652544E-4	0.0011685016609582547
bigram	INEX_XER-94	hybrid cars	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-94	cars sold	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-94	sold europe	2.441350640133124E-8	6.138184744103024E-7	5.344942834232905E-8	0.0	6.352762161611944E-9
unigram	INEX_XER-95	tom	5.103887648262309E-4	1.230291298980217E-4	4.480665577937444E-4	5.0542666068590905E-5	6.57415592294412E-4
unigram	INEX_XER-95	hanks	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-95	movies	4.213771204869772E-5	5.709222798665708E-5	6.659798771454199E-5	1.9629187216387204E-5	6.105004437309079E-6
unigram	INEX_XER-95	plays	0.0	2.606951049619045E-8	0.0	0.0	0.0
unigram	INEX_XER-95	leading	9.594508015723177E-6	2.018680695495009E-4	1.12243799518891E-5	3.2632278240440653E-6	1.8486537890290758E-6
unigram	INEX_XER-95	role	4.11855852990458E-5	4.384038481479358E-4	5.248733863216713E-5	7.958788471618923E-5	3.0112092646040615E-5
bigram	INEX_XER-95	tom hanks	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-95	hanks movies	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-95	movies plays	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-95	plays leading	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-95	leading role	1.0986077880599058E-6	9.148028228663194E-6	1.3896851369005554E-6	4.2347231304388636E-7	1.3340800539385083E-7
unigram	INEX_XER-96	pure	2.4877363022956533E-5	4.782333202751155E-5	2.774025330966878E-5	2.9393960552457996E-6	8.43011538845905E-6
unigram	INEX_XER-96	object	5.576044862064055E-5	1.0927864808903106E-4	6.419276343913718E-5	6.177464641867846E-4	6.384525972420004E-6
unigram	INEX_XER-96	oriented	0.0	1.1849777498268386E-8	0.0	0.0	0.0
unigram	INEX_XER-96	programing	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-96	languages	2.441350640133124E-8	7.079057077465534E-6	5.344942834232905E-8	0.0	0.0
bigram	INEX_XER-96	pure object	0.0	3.554933249480516E-8	0.0	0.0	0.0
bigram	INEX_XER-96	object oriented	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-96	oriented programing	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-96	programing languages	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-97	compilers	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-97	compile	8.398246202057946E-6	5.256561298231856E-5	1.2133020233708694E-5	1.5768116126869414E-5	2.172644659271285E-6
unigram	INEX_XER-97	c	0.0010760985351578785	9.444888854549814E-4	0.0012139434165109775	1.0086114091262916E-4	3.736567648216913E-4
unigram	INEX_XER-97	c	0.0010760985351578785	9.444888854549814E-4	0.0012139434165109775	1.0086114091262916E-4	3.736567648216913E-4
bigram	INEX_XER-97	compilers compile	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-97	compile c	7.324051920399371E-8	1.8248657347333315E-7	0.0	1.0711358506404183E-6	1.9058286484835832E-8
bigram	INEX_XER-97	c c	1.3476255533534844E-5	1.4987598579809854E-5	1.8814198776499827E-5	5.617235681846845E-6	7.528023161510154E-6
unigram	INEX_XER-98	makers	0.0	1.6589688497575742E-8	0.0	0.0	0.0
unigram	INEX_XER-98	lawn	1.6259395263286604E-5	1.2096252870232368E-5	1.5233087077563779E-5	1.4921171500781643E-5	3.074736886220181E-6
unigram	INEX_XER-98	tennis	2.1103034933310725E-4	9.549498690304527E-5	1.5350675819916903E-4	4.557060291073445E-4	7.637925946906041E-5
unigram	INEX_XER-98	rackets	6.591646728359434E-7	7.086166943964495E-7	1.015539138504252E-6	7.473040818421523E-8	3.176381080805972E-8
bigram	INEX_XER-98	makers lawn	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-98	lawn tennis	2.2704560953238052E-6	2.1305899941886557E-6	1.4431345652428843E-6	0.0	4.3834058915122414E-7
bigram	INEX_XER-98	tennis rackets	7.324051920399371E-8	5.924888749134193E-8	1.068988566846581E-7	0.0	0.0
unigram	INEX_XER-99	computer	2.246774994114514E-4	2.3548588831208834E-4	2.95147743306341E-4	4.2573913542547423E-4	1.0739979710421153E-4
unigram	INEX_XER-99	systems	1.1718483072638994E-6	4.502915449341987E-8	0.0	0.0	0.0
unigram	INEX_XER-99	recursive	3.564371934594361E-6	2.5097828741332442E-6	6.413931401079486E-6	0.0	1.2705524323223888E-8
unigram	INEX_XER-99	acronym	5.151249850680892E-6	1.8540161873790717E-5	6.7880773994757896E-6	1.1533392996430552E-5	1.0164419458579111E-7
unigram	INEX_XER-99	name	3.1810798840934605E-4	0.009373389667080761	3.872945577685163E-4	9.270805337973128E-4	0.003810698029880763
bigram	INEX_XER-99	computer systems	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-99	systems recursive	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-99	recursive acronym	9.765402560532496E-8	1.0190808648510813E-7	2.137977133693162E-7	0.0	0.0
bigram	INEX_XER-99	acronym name	0.0	1.042780419847618E-7	0.0	0.0	0.0
unigram	INEX_XER-100	operating	0.0	1.8047211129862754E-5	0.0	0.0	0.0
unigram	INEX_XER-100	systems	1.1718483072638994E-6	4.502915449341987E-8	0.0	0.0	0.0
unigram	INEX_XER-100	steve	4.00796534590655E-4	1.0648210059943972E-4	3.6511304500644976E-4	3.8411429806686636E-5	4.6523183138132753E-4
unigram	INEX_XER-100	jobs	7.324051920399371E-8	9.479821998614708E-9	0.0	0.0	0.0
unigram	INEX_XER-100	related	2.1925770099035587E-4	2.708361445449226E-4	7.531024453434164E-5	8.860037194320558E-4	1.352503064207183E-4
bigram	INEX_XER-100	operating systems	0.0	4.739910999307354E-9	0.0	0.0	0.0
bigram	INEX_XER-100	systems steve	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-100	steve jobs	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-100	jobs related	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-106	noble	6.027694730488683E-5	4.5370428085369996E-5	6.103924716693977E-5	3.821214871819539E-5	1.0123126504528633E-4
unigram	INEX_XER-106	english	3.183032964605567E-4	8.157813421797895E-4	2.645746702945288E-4	0.004649427075589135	0.0016918993826913011
unigram	INEX_XER-106	person	5.0877747340374306E-5	2.0755833270416938E-4	6.905666141828913E-5	5.305858981079282E-5	3.995887399653913E-5
unigram	INEX_XER-106	hundred	4.7362202418582606E-5	9.04493516442826E-5	6.69721337129383E-5	1.5469194494132555E-5	7.292970961530512E-6
unigram	INEX_XER-106	years	1.6147093133840482E-4	0.0019161090214699981	9.856074586325476E-5	1.8259129733009922E-4	1.4249880804711752E-4
unigram	INEX_XER-106	war	9.654565241470452E-4	0.0010405502917224438	8.765706248141964E-4	0.003377216606661055	8.652970285088397E-4
bigram	INEX_XER-106	noble english	1.220675320066562E-7	4.502915449341987E-8	2.6724714171164523E-7	0.0	1.2705524323223888E-8
bigram	INEX_XER-106	english person	0.0	6.398879849064929E-8	0.0	0.0	0.0
bigram	INEX_XER-106	person hundred	0.0	7.1098664989610315E-9	0.0	0.0	0.0
bigram	INEX_XER-106	hundred years	2.9784477809624114E-6	1.004150145203263E-5	2.6724714171164524E-6	5.928612382614409E-6	8.131535566863289E-7
bigram	INEX_XER-106	years war	8.617967759669928E-6	1.00533512295309E-5	8.124313108034016E-6	2.8422465246063195E-5	7.1468574318134375E-6
unigram	INEX_XER-108	state	0.0021024423442698435	0.0020701110997929937	0.0024069346571117616	0.0026195997284894808	0.008838553526115567
unigram	INEX_XER-108	capitals	1.4330728257581437E-5	9.529591064107436E-6	1.068988566846581E-5	7.637447716426798E-5	1.71270467877058E-5
unigram	INEX_XER-108	united	0.0022103500425637275	0.0021016172882053897	0.0015344261888515824	0.010449129504085773	0.013159143305373789
unigram	INEX_XER-108	states	0.0015971804157878923	0.0017647328538406186	0.0010423173021037587	0.007984495732034294	0.010387350588354397
unigram	INEX_XER-108	america	0.0016833356798781902	0.002322847894187061	0.0015046014078365629	0.015234864844202917	0.004430263865216291
bigram	INEX_XER-108	state capitals	8.788862304479246E-7	2.7728479345948025E-7	6.413931401079486E-7	5.081667756526636E-6	1.708893021473613E-6
bigram	INEX_XER-108	capitals united	1.953080512106499E-7	9.479821998614708E-9	1.6034828502698716E-7	1.0586807826097158E-6	7.432731729085974E-7
bigram	INEX_XER-108	united states	0.0013786062929767738	0.001574880458674362	9.343494568522542E-4	0.007703384846581337	0.009393511770267501
bigram	INEX_XER-108	states america	2.3705514715692632E-5	2.9572304724678583E-5	4.714239579793422E-5	1.0372580655969075E-4	0.002527630656099999
unigram	INEX_XER-109	national	0.0018068924357753278	0.0015947335758949607	0.001762922495015039	0.003230720096483932	0.00130196684121156
unigram	INEX_XER-109	capitals	1.4330728257581437E-5	9.529591064107436E-6	1.068988566846581E-5	7.637447716426798E-5	1.71270467877058E-5
unigram	INEX_XER-109	situated	4.394431152239623E-7	2.141728785037028E-4	3.7414599839630336E-7	0.0	0.0
unigram	INEX_XER-109	islands	2.441350640133124E-8	3.0335430395567066E-7	0.0	0.0	0.0
bigram	INEX_XER-109	national capitals	3.6620259601996857E-7	1.042780419847618E-7	3.7414599839630336E-7	1.4447878915614947E-6	2.7952153511092554E-7
bigram	INEX_XER-109	capitals situated	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-109	situated islands	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-110	nobel	1.7382416557747843E-5	2.4289673915950538E-5	1.8974547061526814E-5	5.19874539601524E-5	1.411583752310174E-5
unigram	INEX_XER-110	prize	9.770285261812762E-5	1.6036066892856642E-4	1.0379878984080302E-4	1.7648831399505498E-4	4.0054165428963307E-5
unigram	INEX_XER-110	literature	1.529506176043402E-4	1.2597024467309192E-4	1.16466304357935E-4	2.7565556565550863E-4	9.767371823478364E-5
unigram	INEX_XER-110	winners	2.441350640133124E-8	1.46937240978528E-7	5.344942834232905E-8	0.0	3.8116572969671664E-8
unigram	INEX_XER-110	poets	4.882701280266248E-8	1.4219732997922063E-8	1.068988566846581E-7	0.0	0.0
bigram	INEX_XER-110	nobel prize	4.077055569022317E-6	1.3473197015531156E-5	6.520830257764144E-6	2.9892163273686094E-6	1.1002984063911888E-5
bigram	INEX_XER-110	prize literature	1.6357049288891931E-6	2.6543501596121186E-6	2.3517748470624784E-6	3.4874190485967113E-6	5.336320215754033E-7
bigram	INEX_XER-110	literature winners	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-110	winners poets	0.0	0.0	0.0	0.0	0.0
unigram	INEX_XER-113	formula	9.836201729096356E-5	9.03308538692999E-5	8.974159018677047E-5	2.797657381056404E-4	2.274924130073237E-5
unigram	INEX_XER-113	1	9.266634624753298E-4	0.0028644585644339153	0.0010515640532069816	2.5082016000228775E-4	2.234838200833466E-4
unigram	INEX_XER-113	drivers	2.441350640133124E-8	4.739910999307354E-9	0.0	0.0	0.0
unigram	INEX_XER-113	won	3.4008014417054414E-5	7.721552013421646E-4	2.464018646581369E-5	2.030176089004514E-5	8.235720866313725E-5
unigram	INEX_XER-113	monaco	3.740149180683946E-5	1.2404347085187346E-5	2.3464299042282454E-5	3.4500538445046035E-5	6.473464642682572E-5
unigram	INEX_XER-113	grand	4.4024876093520625E-4	2.3954799203849473E-4	4.158900019316623E-4	4.130349660341576E-4	2.1971663212151072E-4
unigram	INEX_XER-113	prix	1.7265231727021452E-4	7.428625513664452E-5	9.727795958303887E-5	1.3954658221599126E-4	2.1529510965702878E-5
bigram	INEX_XER-113	formula 1	2.856380248955755E-6	1.3176952578074445E-6	2.6724714171164524E-6	1.245506803070254E-7	1.9058286484835832E-8
bigram	INEX_XER-113	1 drivers	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-113	drivers won	0.0	0.0	0.0	0.0	0.0
bigram	INEX_XER-113	won monaco	0.0	3.791928799445883E-8	0.0	0.0	0.0
bigram	INEX_XER-113	monaco grand	2.2948696017251364E-6	8.365942913777481E-7	6.948425684502777E-7	2.7650251028159638E-6	1.7787734052513445E-7
bigram	INEX_XER-113	grand prix	1.5763801083339582E-4	6.433718194909837E-5	8.24190185038714E-5	1.1368986098425278E-4	1.5233923663545443E-5
unigram	INEX_XER-114	formula	9.836201729096356E-5	9.03308538692999E-5	8.974159018677047E-5	2.797657381056404E-4	2.274924130073237E-5
unigram	INEX_XER-114	races	2.819759989353758E-5	5.621060454078592E-5	1.5981379074356386E-5	2.0234503522679348E-4	1.0602760047730335E-5
unigram	INEX_XER-114	europe	6.001084008511231E-4	6.214212916531914E-4	5.298441831575078E-4	8.345642884652544E-4	0.0011685016609582547
bigram	INEX_XER-114	formula races	1.4648103840798743E-7	5.427198094206921E-7	5.344942834232905E-8	4.2347231304388636E-7	1.1434971890901499E-7
bigram	INEX_XER-114	races europe	1.7089454480931868E-7	1.872264844726405E-7	3.206965700539743E-7	1.245506803070254E-8	6.352762161611944E-9
unigram	INEX_XER-115	formula	9.836201729096356E-5	9.03308538692999E-5	8.974159018677047E-5	2.797657381056404E-4	2.274924130073237E-5
unigram	INEX_XER-115	world	0.001352532668140152	0.0015356719148880915	0.0013236216434694367	0.002655370683873659	0.0012597400311233253
