qid	ngramtype	gram	field	featurename	featurevalue
INEX_LD-2012363	unigram	twin	outgoingentitynames	cf	-8.95462160754021
INEX_LD-2012363	unigram	famous	names	cf	-10.152873538746663
INEX_LD-2012363	unigram	famous	attributes	cf	-8.236223032307509
INEX_LD-2012363	unigram	famous	similarentitynames	cf	-9.657791960207586
INEX_LD-2012363	unigram	famous	categories	cf	-13.303298426176438
INEX_LD-2012363	unigram	famous	outgoingentitynames	cf	-10.640872992306216
INEX_LD-2012363	unigram	america	names	cf	-6.386977930376906
INEX_LD-2012363	unigram	america	attributes	cf	-6.064961305517999
INEX_LD-2012363	unigram	america	similarentitynames	cf	-6.499227261150326
INEX_LD-2012363	unigram	america	categories	cf	-4.1841687379850026
INEX_LD-2012363	unigram	america	outgoingentitynames	cf	-5.419296133444671
INEX_LD-2012363	unigram	professional	names	cf	-9.066660274112541
INEX_LD-2012363	unigram	professional	attributes	cf	-7.337047158264392
INEX_LD-2012363	unigram	professional	similarentitynames	cf	-9.153172848019612
INEX_LD-2012363	unigram	professional	categories	cf	-8.06526991692453
INEX_LD-2012363	unigram	professional	outgoingentitynames	cf	-8.942058198336204
INEX_LD-2012363	unigram	tennis	names	cf	-8.463508599129641
INEX_LD-2012363	unigram	tennis	attributes	cf	-9.256436805017234
INEX_LD-2012363	unigram	tennis	similarentitynames	cf	-8.781765964550047
INEX_LD-2012363	unigram	tennis	categories	cf	-7.6936626293510955
INEX_LD-2012363	unigram	tennis	outgoingentitynames	cf	-9.4797993715653
INEX_LD-2012363	unigram	double	names	cf	-8.966536538043496
INEX_LD-2012363	unigram	double	attributes	cf	-9.042037383238252
INEX_LD-2012363	unigram	double	similarentitynames	cf	-8.743845110203415
INEX_LD-2012363	unigram	double	categories	cf	-8.9370675317302
INEX_LD-2012363	unigram	double	outgoingentitynames	cf	-10.335617163209411
INEX_LD-2012363	unigram	player	names	cf	-6.823537442155251
INEX_LD-2012363	unigram	player	attributes	cf	-7.07073861386311
INEX_LD-2012363	unigram	player	similarentitynames	cf	-7.683734160021998
INEX_LD-2012363	unigram	player	categories	cf	-3.9441392608782557
INEX_LD-2012363	unigram	player	outgoingentitynames	cf	-7.969044199777268
INEX_LD-2012363	bigram	america twin	names	cf	-17.528129316756417
INEX_LD-2012363	bigram	america twin	attributes	cf	-15.542906544956777
INEX_LD-2012363	bigram	america twin	similarentitynames	cf	-16.744529894718163
INEX_LD-2012363	bigram	america twin	categories	cf	-Infinity
INEX_LD-2012363	bigram	america twin	outgoingentitynames	cf	-18.87437613254021
INEX_LD-2012363	bigram	twin famous	names	cf	-Infinity
INEX_LD-2012363	bigram	twin famous	attributes	cf	-17.462499385694716
INEX_LD-2012363	bigram	twin famous	similarentitynames	cf	-Infinity
INEX_LD-2012363	bigram	twin famous	categories	cf	-Infinity
INEX_LD-2012363	bigram	twin famous	outgoingentitynames	cf	-Infinity
INEX_LD-2012363	bigram	famous america	names	cf	-15.130234043958046
INEX_LD-2012363	bigram	famous america	attributes	cf	-13.760075706473025
INEX_LD-2012363	bigram	famous america	similarentitynames	cf	-14.952770425490108
INEX_LD-2012363	bigram	famous america	categories	cf	-Infinity
INEX_LD-2012363	bigram	famous america	outgoingentitynames	cf	-Infinity
INEX_LD-2012363	bigram	america professional	names	cf	-13.251463197740362
INEX_LD-2012363	bigram	america professional	attributes	cf	-10.184058678668709
INEX_LD-2012363	bigram	america professional	similarentitynames	cf	-13.525654069849962
INEX_LD-2012363	bigram	america professional	categories	cf	-10.056168809039475
INEX_LD-2012363	bigram	america professional	outgoingentitynames	cf	-13.850495611693933
INEX_LD-2012363	bigram	professional tennis	names	cf	-14.350075486408471
INEX_LD-2012363	bigram	professional tennis	attributes	cf	-11.407420039403501
INEX_LD-2012363	bigram	professional tennis	similarentitynames	cf	-14.179580537256626
INEX_LD-2012363	bigram	professional tennis	categories	cf	-Infinity
INEX_LD-2012363	bigram	professional tennis	outgoingentitynames	cf	-Infinity
INEX_LD-2012363	bigram	tennis double	names	cf	-Infinity
INEX_LD-2012363	bigram	tennis double	attributes	cf	-19.16724747793314
INEX_LD-2012363	bigram	tennis double	similarentitynames	cf	-16.744529894718163
INEX_LD-2012363	bigram	tennis double	categories	cf	-Infinity
INEX_LD-2012363	bigram	tennis double	outgoingentitynames	cf	-18.87437613254021
INEX_LD-2012363	bigram	double player	names	cf	-17.528129316756417
INEX_LD-2012363	bigram	double player	attributes	cf	-16.915955679326647
INEX_LD-2012363	bigram	double player	similarentitynames	cf	-Infinity
INEX_LD-2012363	bigram	double player	categories	cf	-Infinity
INEX_LD-2012363	bigram	double player	outgoingentitynames	cf	-Infinity
INEX_LD-2012365	unigram	mathematician	names	cf	-10.807909161621122
INEX_LD-2012365	unigram	mathematician	attributes	cf	-10.155540988243219
INEX_LD-2012365	unigram	mathematician	similarentitynames	cf	-10.709048462193406
INEX_LD-2012365	unigram	mathematician	categories	cf	-8.44256084538703
INEX_LD-2012365	unigram	mathematician	outgoingentitynames	cf	-11.67022684050427
INEX_LD-2012365	unigram	computer	names	cf	-8.40084451991756
INEX_LD-2012365	unigram	computer	attributes	cf	-8.353859568544873
INEX_LD-2012365	unigram	computer	similarentitynames	cf	-8.128034502228063
INEX_LD-2012365	unigram	computer	categories	cf	-7.7616837574189
INEX_LD-2012365	unigram	computer	outgoingentitynames	cf	-9.138952265051335
INEX_LD-2012365	unigram	scientist	names	cf	-9.678805498715857
INEX_LD-2012365	unigram	scientist	attributes	cf	-9.44966790572639
INEX_LD-2012365	unigram	scientist	similarentitynames	cf	-9.624894256700527
INEX_LD-2012365	unigram	scientist	categories	cf	-8.19068145259398
INEX_LD-2012365	unigram	scientist	outgoingentitynames	cf	-10.404274548657822
INEX_LD-2012365	unigram	mit	names	cf	-11.104882353222898
INEX_LD-2012365	unigram	mit	attributes	cf	-10.968333032946154
INEX_LD-2012365	unigram	mit	similarentitynames	cf	-10.799109286111587
INEX_LD-2012365	unigram	mit	categories	cf	-11.619113087234524
INEX_LD-2012365	unigram	mit	outgoingentitynames	cf	-12.535782054337027
INEX_LD-2012365	unigram	six	names	cf	-9.384030853417894
INEX_LD-2012365	unigram	six	attributes	cf	-8.07919932459254
INEX_LD-2012365	unigram	six	similarentitynames	cf	-9.209233192274073
INEX_LD-2012365	unigram	six	categories	cf	-11.092894086395809
INEX_LD-2012365	unigram	six	outgoingentitynames	cf	-10.719014012212075
INEX_LD-2012365	unigram	inaugural	names	cf	-12.827648950964
INEX_LD-2012365	unigram	inaugural	attributes	cf	-10.414586985513864
INEX_LD-2012365	unigram	inaugural	similarentitynames	cf	-12.362503260044281
INEX_LD-2012365	unigram	inaugural	categories	cf	-14.289115220699204
INEX_LD-2012365	unigram	inaugural	outgoingentitynames	cf	-17.48808177142032
INEX_LD-2012365	unigram	macvicar	names	cf	-13.520796131523946
INEX_LD-2012365	unigram	macvicar	attributes	cf	-15.853061473260617
INEX_LD-2012365	unigram	macvicar	similarentitynames	cf	-13.448693028713834
INEX_LD-2012365	unigram	macvicar	categories	cf	-Infinity
INEX_LD-2012365	unigram	macvicar	outgoingentitynames	cf	-15.984004374644044
INEX_LD-2012365	unigram	faculty	names	cf	-9.00594858382914
INEX_LD-2012365	unigram	faculty	attributes	cf	-9.243050846307323
INEX_LD-2012365	unigram	faculty	similarentitynames	cf	-10.147384192831511
INEX_LD-2012365	unigram	faculty	categories	cf	-6.691076858771772
INEX_LD-2012365	unigram	faculty	outgoingentitynames	cf	-10.670798395602256
INEX_LD-2012365	unigram	fellow	names	cf	-10.102771429729266
INEX_LD-2012365	unigram	fellow	attributes	cf	-9.101683593831256
INEX_LD-2012365	unigram	fellow	similarentitynames	cf	-10.168060325669938
INEX_LD-2012365	unigram	fellow	categories	cf	-7.640960030041892
INEX_LD-2012365	unigram	fellow	outgoingentitynames	cf	-10.78274872093914
INEX_LD-2012365	bigram	mathematician computer	names	cf	-Infinity
INEX_LD-2012365	bigram	mathematician computer	attributes	cf	-14.323060391474552
INEX_LD-2012365	bigram	mathematician computer	similarentitynames	cf	-Infinity
INEX_LD-2012365	bigram	mathematician computer	categories	cf	-15.898553133133305
INEX_LD-2012365	bigram	mathematician computer	outgoingentitynames	cf	-Infinity
INEX_LD-2012365	bigram	computer scientist	names	cf	-11.84795670773935
INEX_LD-2012365	bigram	computer scientist	attributes	cf	-11.9095398007731
INEX_LD-2012365	bigram	computer scientist	similarentitynames	cf	-11.774716595142163
INEX_LD-2012365	bigram	computer scientist	categories	cf	-9.94530979884552
INEX_LD-2012365	bigram	computer scientist	outgoingentitynames	cf	-12.905668572554843
INEX_LD-2012365	bigram	scientist mit	names	cf	-Infinity
INEX_LD-2012365	bigram	scientist mit	attributes	cf	-16.076205024574826
INEX_LD-2012365	bigram	scientist mit	similarentitynames	cf	-Infinity
INEX_LD-2012365	bigram	scientist mit	categories	cf	-Infinity
INEX_LD-2012365	bigram	scientist mit	outgoingentitynames	cf	-Infinity
INEX_LD-2012365	bigram	mit six	names	cf	-Infinity
INEX_LD-2012365	bigram	mit six	attributes	cf	-18.474100297373198
INEX_LD-2012365	bigram	mit six	similarentitynames	cf	-Infinity
INEX_LD-2012365	bigram	mit six	categories	cf	-Infinity
INEX_LD-2012365	bigram	mit six	outgoingentitynames	cf	-Infinity
INEX_LD-2012365	bigram	six inaugural	names	cf	-Infinity
INEX_LD-2012365	bigram	six inaugural	attributes	cf	-18.25095674605899
INEX_LD-2012365	bigram	six inaugural	similarentitynames	cf	-Infinity
INEX_LD-2012365	bigram	six inaugural	categories	cf	-Infinity
INEX_LD-2012365	bigram	six inaugural	outgoingentitynames	cf	-Infinity
INEX_LD-2012365	bigram	inaugural macvicar	names	cf	-Infinity
INEX_LD-2012365	bigram	inaugural macvicar	attributes	cf	-19.16724747793314
INEX_LD-2012365	bigram	inaugural macvicar	similarentitynames	cf	-Infinity
INEX_LD-2012365	bigram	inaugural macvicar	categories	cf	-Infinity
INEX_LD-2012365	bigram	inaugural macvicar	outgoingentitynames	cf	-Infinity
INEX_LD-2012365	bigram	macvicar faculty	names	cf	-Infinity
INEX_LD-2012365	bigram	macvicar faculty	attributes	cf	-17.663170081156867
INEX_LD-2012365	bigram	macvicar faculty	similarentitynames	cf	-Infinity
INEX_LD-2012365	bigram	macvicar faculty	categories	cf	-Infinity
INEX_LD-2012365	bigram	macvicar faculty	outgoingentitynames	cf	-Infinity
INEX_LD-2012365	bigram	faculty fellow	names	cf	-Infinity
INEX_LD-2012365	bigram	faculty fellow	attributes	cf	-15.542906544956777
INEX_LD-2012365	bigram	faculty fellow	similarentitynames	cf	-Infinity
INEX_LD-2012365	bigram	faculty fellow	categories	cf	-12.245300856662519
INEX_LD-2012365	bigram	faculty fellow	outgoingentitynames	cf	-Infinity
INEX_LD-2012367	unigram	invent	names	cf	-12.783197188393167
INEX_LD-2012367	unigram	invent	attributes	cf	-10.169358027732427
INEX_LD-2012367	unigram	invent	similarentitynames	cf	-12.570142624822525
INEX_LD-2012367	unigram	invent	categories	cf	-16.409378756899294
INEX_LD-2012367	unigram	invent	outgoingentitynames	cf	-15.408640229740483
INEX_LD-2012367	unigram	telescope	names	cf	-10.765399809824538
INEX_LD-2012367	unigram	telescope	attributes	cf	-10.712887595688475
INEX_LD-2012367	unigram	telescope	similarentitynames	cf	-10.397140685062153
INEX_LD-2012367	unigram	telescope	categories	cf	-10.685793654946915
INEX_LD-2012367	unigram	telescope	outgoingentitynames	cf	-13.393737209198218
INEX_LD-2012367	bigram	invent telescope	names	cf	-Infinity
INEX_LD-2012367	bigram	invent telescope	attributes	cf	-19.86039465849309
INEX_LD-2012367	bigram	invent telescope	similarentitynames	cf	-Infinity
INEX_LD-2012367	bigram	invent telescope	categories	cf	-Infinity
INEX_LD-2012367	bigram	invent telescope	outgoingentitynames	cf	-Infinity
INEX_LD-2012369	unigram	famous	names	cf	-10.152873538746663
INEX_LD-2012369	unigram	famous	attributes	cf	-8.236223032307509
INEX_LD-2012369	unigram	famous	similarentitynames	cf	-9.657791960207586
INEX_LD-2012369	unigram	famous	categories	cf	-13.303298426176438
INEX_LD-2012369	unigram	famous	outgoingentitynames	cf	-10.640872992306216
INEX_LD-2012369	unigram	civic	names	cf	-10.46080946810294
INEX_LD-2012369	unigram	civic	attributes	cf	-10.438578540070377
INEX_LD-2012369	unigram	civic	similarentitynames	cf	-10.372918047486307
INEX_LD-2012369	unigram	civic	categories	cf	-11.084744082033884
INEX_LD-2012369	unigram	civic	outgoingentitynames	cf	-10.687076862385062
INEX_LD-2012369	unigram	military	names	cf	-7.522265697603422
INEX_LD-2012369	unigram	military	attributes	cf	-7.969752194617421
INEX_LD-2012369	unigram	military	similarentitynames	cf	-8.236781162129924
INEX_LD-2012369	unigram	military	categories	cf	-6.192041997207168
INEX_LD-2012369	unigram	military	outgoingentitynames	cf	-8.312980051536844
INEX_LD-2012369	unigram	airport	names	cf	-6.923030505248214
INEX_LD-2012369	unigram	airport	attributes	cf	-8.229250697137708
INEX_LD-2012369	unigram	airport	similarentitynames	cf	-7.080315275426128
INEX_LD-2012369	unigram	airport	categories	cf	-8.032060847614257
INEX_LD-2012369	unigram	airport	outgoingentitynames	cf	-9.673177418481309
INEX_LD-2012369	bigram	famous civic	names	cf	-Infinity
INEX_LD-2012369	bigram	famous civic	attributes	cf	-18.474100297373198
INEX_LD-2012369	bigram	famous civic	similarentitynames	cf	-Infinity
INEX_LD-2012369	bigram	famous civic	categories	cf	-Infinity
INEX_LD-2012369	bigram	famous civic	outgoingentitynames	cf	-Infinity
INEX_LD-2012369	bigram	civic military	names	cf	-17.528129316756417
INEX_LD-2012369	bigram	civic military	attributes	cf	-16.682340828145144
INEX_LD-2012369	bigram	civic military	similarentitynames	cf	-Infinity
INEX_LD-2012369	bigram	civic military	categories	cf	-Infinity
INEX_LD-2012369	bigram	civic military	outgoingentitynames	cf	-Infinity
INEX_LD-2012369	bigram	military airport	names	cf	-15.225544223762371
INEX_LD-2012369	bigram	military airport	attributes	cf	-13.593194109951726
INEX_LD-2012369	bigram	military airport	similarentitynames	cf	-14.665088353038326
INEX_LD-2012369	bigram	military airport	categories	cf	-15.898553133133305
INEX_LD-2012369	bigram	military airport	outgoingentitynames	cf	-18.181228951980263
INEX_LD-2012371	unigram	beautiful	names	cf	-9.87748476531952
INEX_LD-2012371	unigram	beautiful	attributes	cf	-9.846126306613602
INEX_LD-2012371	unigram	beautiful	similarentitynames	cf	-9.889121096108235
INEX_LD-2012371	unigram	beautiful	categories	cf	-12.610151245616494
INEX_LD-2012371	unigram	beautiful	outgoingentitynames	cf	-10.113452756201374
INEX_LD-2012371	unigram	railway	names	cf	-6.82573914599448
INEX_LD-2012371	unigram	railway	attributes	cf	-7.724267123399786
INEX_LD-2012371	unigram	railway	similarentitynames	cf	-6.989020444953534
INEX_LD-2012371	unigram	railway	categories	cf	-6.175161615702695
INEX_LD-2012371	unigram	railway	outgoingentitynames	cf	-7.953341744057192
INEX_LD-2012371	unigram	station	names	cf	-6.194809101085915
INEX_LD-2012371	unigram	station	attributes	cf	-6.74940370263374
INEX_LD-2012371	unigram	station	similarentitynames	cf	-6.246555948446059
INEX_LD-2012371	unigram	station	categories	cf	-5.6866034175456885
INEX_LD-2012371	unigram	station	outgoingentitynames	cf	-7.893653157095557
INEX_LD-2012371	unigram	world	names	cf	-6.605776393642435
INEX_LD-2012371	unigram	world	attributes	cf	-6.478787264149827
INEX_LD-2012371	unigram	world	similarentitynames	cf	-6.62738363007904
INEX_LD-2012371	unigram	world	categories	cf	-5.931171016755606
INEX_LD-2012371	unigram	world	outgoingentitynames	cf	-6.676849903811877
INEX_LD-2012371	unigram	city	names	cf	-6.537174686657178
INEX_LD-2012371	unigram	city	attributes	cf	-6.097028283134881
INEX_LD-2012371	unigram	city	similarentitynames	cf	-6.386596611852248
INEX_LD-2012371	unigram	city	categories	cf	-5.881129936669686
INEX_LD-2012371	unigram	city	outgoingentitynames	cf	-4.2558129721090925
INEX_LD-2012371	unigram	located	names	cf	-14.232292450752087
INEX_LD-2012371	unigram	located	attributes	cf	-6.466759117715801
INEX_LD-2012371	unigram	located	similarentitynames	cf	-14.665088353038326
INEX_LD-2012371	unigram	located	categories	cf	-13.464939777732855
INEX_LD-2012371	unigram	located	outgoingentitynames	cf	-14.611696255498893
INEX_LD-2012371	bigram	beautiful railway	names	cf	-Infinity
INEX_LD-2012371	bigram	beautiful railway	attributes	cf	-18.25095674605899
INEX_LD-2012371	bigram	beautiful railway	similarentitynames	cf	-Infinity
INEX_LD-2012371	bigram	beautiful railway	categories	cf	-Infinity
INEX_LD-2012371	bigram	beautiful railway	outgoingentitynames	cf	-Infinity
INEX_LD-2012371	bigram	railway station	names	cf	-7.437083940631088
INEX_LD-2012371	bigram	railway station	attributes	cf	-8.912504641319009
INEX_LD-2012371	bigram	railway station	similarentitynames	cf	-7.641663381047213
INEX_LD-2012371	bigram	railway station	categories	cf	-6.618294984193806
INEX_LD-2012371	bigram	railway station	outgoingentitynames	cf	-9.034893909979994
INEX_LD-2012371	bigram	station world	names	cf	-15.736369847528362
INEX_LD-2012371	bigram	station world	attributes	cf	-13.481968474841501
INEX_LD-2012371	bigram	station world	similarentitynames	cf	-14.547305317381943
INEX_LD-2012371	bigram	station world	categories	cf	-17.507991045567405
INEX_LD-2012371	bigram	station world	outgoingentitynames	cf	-16.309426775078673
INEX_LD-2012371	bigram	world city	names	cf	-13.81455725005211
INEX_LD-2012371	bigram	world city	attributes	cf	-13.805955312223718
INEX_LD-2012371	bigram	world city	similarentitynames	cf	-13.106943734991777
INEX_LD-2012371	bigram	world city	categories	cf	-17.507991045567405
INEX_LD-2012371	bigram	world city	outgoingentitynames	cf	-8.031995222920497
INEX_LD-2012371	bigram	city located	names	cf	-Infinity
INEX_LD-2012371	bigram	city located	attributes	cf	-11.001173264884956
INEX_LD-2012371	bigram	city located	similarentitynames	cf	-Infinity
INEX_LD-2012371	bigram	city located	categories	cf	-Infinity
INEX_LD-2012371	bigram	city located	outgoingentitynames	cf	-Infinity
INEX_LD-2012372	unigram	famous	names	cf	-10.152873538746663
INEX_LD-2012372	unigram	famous	attributes	cf	-8.236223032307509
INEX_LD-2012372	unigram	famous	similarentitynames	cf	-9.657791960207586
INEX_LD-2012372	unigram	famous	categories	cf	-13.303298426176438
INEX_LD-2012372	unigram	famous	outgoingentitynames	cf	-10.640872992306216
INEX_LD-2012372	unigram	historical	names	cf	-9.131523088329297
INEX_LD-2012372	unigram	historical	attributes	cf	-8.481274909484874
INEX_LD-2012372	unigram	historical	similarentitynames	cf	-9.205502838894168
INEX_LD-2012372	unigram	historical	categories	cf	-8.615791953527712
INEX_LD-2012372	unigram	historical	outgoingentitynames	cf	-10.080309067388793
INEX_LD-2012372	unigram	battlefield	names	cf	-10.95584677406241
INEX_LD-2012372	unigram	battlefield	attributes	cf	-10.82428863312824
INEX_LD-2012372	unigram	battlefield	similarentitynames	cf	-10.939394925801674
INEX_LD-2012372	unigram	battlefield	categories	cf	-11.77789126259383
INEX_LD-2012372	unigram	battlefield	outgoingentitynames	cf	-13.177282646034804
INEX_LD-2012372	unigram	opponent	names	cf	-13.197395976470085
INEX_LD-2012372	unigram	opponent	attributes	cf	-9.126217836378531
INEX_LD-2012372	unigram	opponent	similarentitynames	cf	-13.106943734991777
INEX_LD-2012372	unigram	opponent	categories	cf	-13.616170747456778
INEX_LD-2012372	unigram	opponent	outgoingentitynames	cf	-8.55712466908122
INEX_LD-2012372	unigram	fought	names	cf	-13.184323894902732
INEX_LD-2012372	unigram	fought	attributes	cf	-9.428811471026016
INEX_LD-2012372	unigram	fought	similarentitynames	cf	-13.748797621164172
INEX_LD-2012372	unigram	fought	categories	cf	-13.616170747456778
INEX_LD-2012372	unigram	fought	outgoingentitynames	cf	-14.129444004176959
INEX_LD-2012372	bigram	famous historical	names	cf	-Infinity
INEX_LD-2012372	bigram	famous historical	attributes	cf	-14.409356204927388
INEX_LD-2012372	bigram	famous historical	similarentitynames	cf	-Infinity
INEX_LD-2012372	bigram	famous historical	categories	cf	-Infinity
INEX_LD-2012372	bigram	famous historical	outgoingentitynames	cf	-Infinity
INEX_LD-2012372	bigram	historical battlefield	names	cf	-Infinity
INEX_LD-2012372	bigram	historical battlefield	attributes	cf	-18.474100297373198
INEX_LD-2012372	bigram	historical battlefield	similarentitynames	cf	-Infinity
INEX_LD-2012372	bigram	historical battlefield	categories	cf	-Infinity
INEX_LD-2012372	bigram	historical battlefield	outgoingentitynames	cf	-Infinity
INEX_LD-2012372	bigram	battlefield opponent	names	cf	-Infinity
INEX_LD-2012372	bigram	battlefield opponent	attributes	cf	-Infinity
INEX_LD-2012372	bigram	battlefield opponent	similarentitynames	cf	-Infinity
INEX_LD-2012372	bigram	battlefield opponent	categories	cf	-Infinity
INEX_LD-2012372	bigram	battlefield opponent	outgoingentitynames	cf	-Infinity
INEX_LD-2012372	bigram	opponent fought	names	cf	-Infinity
INEX_LD-2012372	bigram	opponent fought	attributes	cf	-18.474100297373198
INEX_LD-2012372	bigram	opponent fought	similarentitynames	cf	-Infinity
INEX_LD-2012372	bigram	opponent fought	categories	cf	-Infinity
INEX_LD-2012372	bigram	opponent fought	outgoingentitynames	cf	-Infinity
INEX_LD-2012373	unigram	bird	names	cf	-8.594597020680137
INEX_LD-2012373	unigram	bird	attributes	cf	-8.796353415748667
INEX_LD-2012373	unigram	bird	similarentitynames	cf	-8.633502056524483
INEX_LD-2012373	unigram	bird	categories	cf	-7.225485034938096
INEX_LD-2012373	unigram	bird	outgoingentitynames	cf	-7.854354516702049
INEX_LD-2012373	unigram	fly	names	cf	-9.707689801494237
INEX_LD-2012373	unigram	fly	attributes	cf	-9.893509860827168
INEX_LD-2012373	unigram	fly	similarentitynames	cf	-9.509631474403331
INEX_LD-2012373	unigram	fly	categories	cf	-11.41894617012056
INEX_LD-2012373	unigram	fly	outgoingentitynames	cf	-9.598716294443383
INEX_LD-2012373	bigram	bird fly	names	cf	-15.043222666968417
INEX_LD-2012373	bigram	bird fly	attributes	cf	-15.569935217344698
INEX_LD-2012373	bigram	bird fly	similarentitynames	cf	-15.358235533598272
INEX_LD-2012373	bigram	bird fly	categories	cf	-Infinity
INEX_LD-2012373	bigram	bird fly	outgoingentitynames	cf	-16.23531880292495
INEX_LD-2012375	unigram	animal	names	cf	-8.8125771908486
INEX_LD-2012375	unigram	animal	attributes	cf	-8.888582218227308
INEX_LD-2012375	unigram	animal	similarentitynames	cf	-8.985342456210367
INEX_LD-2012375	unigram	animal	categories	cf	-7.5559990839716615
INEX_LD-2012375	unigram	animal	outgoingentitynames	cf	-5.783321808173126
INEX_LD-2012375	unigram	lay	names	cf	-10.639556857191053
INEX_LD-2012375	unigram	lay	attributes	cf	-10.100777476376662
INEX_LD-2012375	unigram	lay	similarentitynames	cf	-10.660030481642991
INEX_LD-2012375	unigram	lay	categories	cf	-11.363805411441758
INEX_LD-2012375	unigram	lay	outgoingentitynames	cf	-11.521935032296627
INEX_LD-2012375	unigram	egg	names	cf	-9.986446216874306
INEX_LD-2012375	unigram	egg	attributes	cf	-10.049899972806125
INEX_LD-2012375	unigram	egg	similarentitynames	cf	-9.647808516223403
INEX_LD-2012375	unigram	egg	categories	cf	-12.065573335045611
INEX_LD-2012375	unigram	egg	outgoingentitynames	cf	-11.80790916240325
INEX_LD-2012375	unigram	mammal	names	cf	-10.203639337407886
INEX_LD-2012375	unigram	mammal	attributes	cf	-10.56039641458637
INEX_LD-2012375	unigram	mammal	similarentitynames	cf	-10.449263893278516
INEX_LD-2012375	unigram	mammal	categories	cf	-8.131035146618885
INEX_LD-2012375	unigram	mammal	outgoingentitynames	cf	-8.690495507889176
INEX_LD-2012375	bigram	animal lay	names	cf	-Infinity
INEX_LD-2012375	bigram	animal lay	attributes	cf	-17.557809565499042
INEX_LD-2012375	bigram	animal lay	similarentitynames	cf	-Infinity
INEX_LD-2012375	bigram	animal lay	categories	cf	-Infinity
INEX_LD-2012375	bigram	animal lay	outgoingentitynames	cf	-Infinity
INEX_LD-2012375	bigram	lay egg	names	cf	-17.528129316756417
INEX_LD-2012375	bigram	lay egg	attributes	cf	-12.93873647434196
INEX_LD-2012375	bigram	lay egg	similarentitynames	cf	-Infinity
INEX_LD-2012375	bigram	lay egg	categories	cf	-Infinity
INEX_LD-2012375	bigram	lay egg	outgoingentitynames	cf	-Infinity
INEX_LD-2012375	bigram	egg mammal	names	cf	-Infinity
INEX_LD-2012375	bigram	egg mammal	attributes	cf	-18.474100297373198
INEX_LD-2012375	bigram	egg mammal	similarentitynames	cf	-Infinity
INEX_LD-2012375	bigram	egg mammal	categories	cf	-Infinity
INEX_LD-2012375	bigram	egg mammal	outgoingentitynames	cf	-Infinity
INEX_LD-2012377	unigram	allegedly	names	cf	-15.330904739420198
INEX_LD-2012377	unigram	allegedly	attributes	cf	-11.119418120475302
INEX_LD-2012377	unigram	allegedly	similarentitynames	cf	-14.665088353038326
INEX_LD-2012377	unigram	allegedly	categories	cf	-Infinity
INEX_LD-2012377	unigram	allegedly	outgoingentitynames	cf	-Infinity
INEX_LD-2012377	unigram	cause	names	cf	-10.628406209471544
INEX_LD-2012377	unigram	cause	attributes	cf	-8.36310073191773
INEX_LD-2012377	unigram	cause	similarentitynames	cf	-10.471652888171995
INEX_LD-2012377	unigram	cause	categories	cf	-11.024883694110207
INEX_LD-2012377	unigram	cause	outgoingentitynames	cf	-12.350813826390697
INEX_LD-2012377	unigram	world	names	cf	-6.605776393642435
INEX_LD-2012377	unigram	world	attributes	cf	-6.478787264149827
INEX_LD-2012377	unigram	world	similarentitynames	cf	-6.62738363007904
INEX_LD-2012377	unigram	world	categories	cf	-5.931171016755606
INEX_LD-2012377	unigram	world	outgoingentitynames	cf	-6.676849903811877
INEX_LD-2012377	unigram	war	names	cf	-6.942909486475642
INEX_LD-2012377	unigram	war	attributes	cf	-6.8680055791108074
INEX_LD-2012377	unigram	war	similarentitynames	cf	-7.039493280905873
INEX_LD-2012377	unigram	war	categories	cf	-5.690703397894197
INEX_LD-2012377	unigram	war	outgoingentitynames	cf	-7.052437724416371
INEX_LD-2012377	unigram	i	names	cf	-6.558638759117807
INEX_LD-2012377	unigram	i	attributes	cf	-7.083373540306294
INEX_LD-2012377	unigram	i	similarentitynames	cf	-6.369695864960358
INEX_LD-2012377	unigram	i	categories	cf	-7.169414859857041
INEX_LD-2012377	unigram	i	outgoingentitynames	cf	-7.0723620847178585
INEX_LD-2012377	bigram	allegedly cause	names	cf	-Infinity
INEX_LD-2012377	bigram	allegedly cause	attributes	cf	-16.39465875569336
INEX_LD-2012377	bigram	allegedly cause	similarentitynames	cf	-Infinity
INEX_LD-2012377	bigram	allegedly cause	categories	cf	-Infinity
INEX_LD-2012377	bigram	allegedly cause	outgoingentitynames	cf	-Infinity
INEX_LD-2012377	bigram	cause world	names	cf	-14.637757558860253
INEX_LD-2012377	bigram	cause world	attributes	cf	-14.640038833414764
INEX_LD-2012377	bigram	cause world	similarentitynames	cf	-14.179580537256626
INEX_LD-2012377	bigram	cause world	categories	cf	-14.67477770151119
INEX_LD-2012377	bigram	cause world	outgoingentitynames	cf	-Infinity
INEX_LD-2012377	bigram	world war	names	cf	-8.589335235322611
INEX_LD-2012377	bigram	world war	attributes	cf	-7.899647269335871
INEX_LD-2012377	bigram	world war	similarentitynames	cf	-9.167920127745125
INEX_LD-2012377	bigram	world war	categories	cf	-6.415068350289567
INEX_LD-2012377	bigram	world war	outgoingentitynames	cf	-8.212094118208281
INEX_LD-2012377	bigram	war i	names	cf	-9.877960615911416
INEX_LD-2012377	bigram	war i	attributes	cf	-9.387850310628066
INEX_LD-2012377	bigram	war i	similarentitynames	cf	-10.841896561316796
INEX_LD-2012377	bigram	war i	categories	cf	-7.618855999255677
