qid	ngramtype	gram	featurename	featurevalue
INEX_LD-2012389	unigram	frequent	collectiontf	3.4339872044851463
INEX_LD-2012389	unigram	visit	collectiontf	6.042632833682381
INEX_LD-2012389	unigram	shark	collectiontf	9.1821466376054
INEX_LD-2012389	unigram	gulf	collectiontf	8.893298144217916
INEX_LD-2012389	unigram	indian	collectiontf	10.596134608054392
INEX_LD-2012389	unigram	ocean	collectiontf	9.530538036104643
INEX_LD-2012389	bigram	frequent visit	collectiontf	-Infinity
INEX_LD-2012389	bigram	visit shark	collectiontf	-Infinity
INEX_LD-2012389	bigram	shark gulf	collectiontf	-Infinity
INEX_LD-2012389	bigram	gulf indian	collectiontf	2.302585092994046
INEX_LD-2012389	bigram	indian ocean	collectiontf	6.7226297948554485
INEX_LD-2012390	unigram	baseball	collectiontf	10.345220299814834
INEX_LD-2012390	unigram	player	collectiontf	10.905331932762941
INEX_LD-2012390	unigram	homerun	collectiontf	3.1780538303479458
INEX_LD-2012390	unigram	national	collectiontf	12.230496929440697
INEX_LD-2012390	unigram	league	collectiontf	11.858003423063298
INEX_LD-2012390	bigram	baseball player	collectiontf	8.976009475021396
INEX_LD-2012390	bigram	player homerun	collectiontf	-Infinity
INEX_LD-2012390	bigram	homerun national	collectiontf	-Infinity
INEX_LD-2012390	bigram	national league	collectiontf	7.175489713624222
INEX_XER-60	unigram	olympic	collectiontf	10.547917066298643
INEX_XER-60	unigram	class	collectiontf	11.071610356468307
INEX_XER-60	unigram	dinghy	collectiontf	2.5649493574615367
INEX_XER-60	unigram	sailing	collectiontf	7.805474625270857
INEX_XER-60	bigram	olympic class	collectiontf	-Infinity
INEX_XER-60	bigram	class dinghy	collectiontf	-Infinity
INEX_XER-60	bigram	dinghy sailing	collectiontf	0.6931471805599453
INEX_XER-62	unigram	neil	collectiontf	10.29200993991398
INEX_XER-62	unigram	gaiman	collectiontf	6.875232087276577
INEX_XER-62	unigram	novel	collectiontf	10.332766838743547
INEX_XER-62	bigram	neil gaiman	collectiontf	6.452048954437226
INEX_XER-62	bigram	gaiman novel	collectiontf	-Infinity
INEX_XER-63	unigram	hugo	collectiontf	9.694616660508636
INEX_XER-63	unigram	award	collectiontf	10.914942999089615
INEX_XER-63	unigram	best	collectiontf	9.63469265580283
INEX_XER-63	unigram	novel	collectiontf	10.332766838743547
INEX_XER-63	bigram	hugo award	collectiontf	5.043425116919247
INEX_XER-63	bigram	award best	collectiontf	7.524021415206125
INEX_XER-63	bigram	best novel	collectiontf	1.9459101490553132
INEX_XER-64	unigram	alan	collectiontf	11.026369600176976
INEX_XER-64	unigram	moore	collectiontf	10.425905722337927
INEX_XER-64	unigram	graphic	collectiontf	7.051855622955894
INEX_XER-64	unigram	novel	collectiontf	10.332766838743547
INEX_XER-64	unigram	adapt	collectiontf	4.430816798843313
INEX_XER-64	unigram	film	collectiontf	11.439644842775813
INEX_XER-64	bigram	alan moore	collectiontf	5.209486152841421
INEX_XER-64	bigram	moore graphic	collectiontf	-Infinity
INEX_XER-64	bigram	graphic novel	collectiontf	5.568344503761097
INEX_XER-64	bigram	novel adapt	collectiontf	3.091042453358316
INEX_XER-64	bigram	adapt film	collectiontf	3.332204510175204
INEX_XER-65	unigram	pacific	collectiontf	10.215484117319336
INEX_XER-65	unigram	navigator	collectiontf	4.927253685157205
INEX_XER-65	unigram	australia	collectiontf	12.235043896556526
INEX_XER-65	unigram	explore	collectiontf	6.834108738813838
INEX_XER-65	bigram	pacific navigator	collectiontf	-Infinity
INEX_XER-65	bigram	navigator australia	collectiontf	-Infinity
INEX_XER-65	bigram	australia explore	collectiontf	2.8903717578961645
INEX_XER-67	unigram	ferri	collectiontf	7.968665700466235
INEX_XER-67	unigram	observation	collectiontf	6.263398262591624
INEX_XER-67	unigram	wheels	collectiontf	5.971261839790462
INEX_XER-67	bigram	ferri observation	collectiontf	-Infinity
INEX_XER-67	bigram	observation wheels	collectiontf	-Infinity
INEX_XER-72	unigram	film	collectiontf	11.439644842775813
INEX_XER-72	unigram	shot	collectiontf	7.775695749915245
INEX_XER-72	unigram	venice	collectiontf	9.1689974084418
INEX_XER-72	bigram	film shot	collectiontf	6.184148890937483
INEX_XER-72	bigram	shot venice	collectiontf	-Infinity
INEX_XER-73	unigram	magazine	collectiontf	9.369819686521504
INEX_XER-73	unigram	indie	collectiontf	11.113253543902827
INEX_XER-73	unigram	music	collectiontf	13.433926513717681
INEX_XER-73	bigram	magazine indie	collectiontf	-Infinity
INEX_XER-73	bigram	indie music	collectiontf	2.5649493574615367
INEX_XER-74	unigram	circus	collectiontf	7.385851078125209
INEX_XER-74	unigram	mammal	collectiontf	10.183880624651032
INEX_XER-74	bigram	circus mammal	collectiontf	-Infinity
INEX_XER-79	unigram	works	collectiontf	10.333059735987526
INEX_XER-79	unigram	charles	collectiontf	11.944740348401174
INEX_XER-79	unigram	rennie	collectiontf	7.409741954080923
INEX_XER-79	unigram	mackintosh	collectiontf	6.255750041753367
INEX_XER-79	bigram	works charles	collectiontf	3.4011973816621555
INEX_XER-79	bigram	charles rennie	collectiontf	2.0794415416798357
INEX_XER-79	bigram	rennie mackintosh	collectiontf	1.791759469228055
INEX_XER-81	unigram	movies	collectiontf	6.8679744089702925
INEX_XER-81	unigram	english	collectiontf	12.4924726464794
INEX_XER-81	unigram	hooligan	collectiontf	4.290459441148391
INEX_XER-81	bigram	movies english	collectiontf	1.3862943611198906
INEX_XER-81	bigram	english hooligan	collectiontf	-Infinity
INEX_XER-86	unigram	list	collectiontf	12.520149539528866
INEX_XER-86	unigram	country	collectiontf	12.926088118951263
INEX_XER-86	unigram	world	collectiontf	12.197526228728332
INEX_XER-86	unigram	war	collectiontf	11.821938408123838
INEX_XER-86	unigram	two	collectiontf	9.265869681768663
INEX_XER-86	bigram	list country	collectiontf	2.5649493574615367
INEX_XER-86	bigram	country world	collectiontf	4.736198448394496
INEX_XER-86	bigram	world war	collectiontf	10.662282014331929
INEX_XER-86	bigram	war two	collectiontf	-Infinity
INEX_XER-87	unigram	axis	collectiontf	6.371611847231857
INEX_XER-87	unigram	powers	collectiontf	7.741533589281828
INEX_XER-87	unigram	world	collectiontf	12.197526228728332
INEX_XER-87	unigram	war	collectiontf	11.821938408123838
INEX_XER-87	unigram	ii	collectiontf	11.219828759816949
INEX_XER-87	bigram	axis powers	collectiontf	4.418840607796598
INEX_XER-87	bigram	powers world	collectiontf	0.6931471805599453
INEX_XER-87	bigram	world war	collectiontf	10.662282014331929
INEX_XER-87	bigram	war ii	collectiontf	10.05065677575275
INEX_XER-88	unigram	nordic	collectiontf	6.398594934535208
INEX_XER-88	unigram	author	collectiontf	10.61024173650229
INEX_XER-88	unigram	known	collectiontf	9.167745974343763
INEX_XER-88	unigram	children	collectiontf	9.619664690410067
INEX_XER-88	unigram	literature	collectiontf	9.640498092674719
INEX_XER-88	bigram	nordic author	collectiontf	-Infinity
INEX_XER-88	bigram	author known	collectiontf	1.9459101490553132
INEX_XER-88	bigram	known children	collectiontf	0.6931471805599453
INEX_XER-88	bigram	children literature	collectiontf	8.098034756176071
INEX_XER-91	unigram	paul	collectiontf	12.081353737222678
INEX_XER-91	unigram	auster	collectiontf	6.282266746896006
INEX_XER-91	unigram	novel	collectiontf	10.332766838743547
INEX_XER-91	bigram	paul auster	collectiontf	5.537334267018537
INEX_XER-91	bigram	auster novel	collectiontf	1.3862943611198906
INEX_XER-94	unigram	hybrid	collectiontf	6.342121418721152
INEX_XER-94	unigram	car	collectiontf	9.395823592107716
INEX_XER-94	unigram	sold	collectiontf	5.6131281063880705
INEX_XER-94	unigram	europe	collectiontf	12.122343149998642
INEX_XER-94	bigram	hybrid car	collectiontf	0.6931471805599453
INEX_XER-94	bigram	car sold	collectiontf	-Infinity
INEX_XER-94	bigram	sold europe	collectiontf	0.0
INEX_XER-95	unigram	tom	collectiontf	11.54718195364832
INEX_XER-95	unigram	hank	collectiontf	8.888342869109282
INEX_XER-95	unigram	movies	collectiontf	6.8679744089702925
INEX_XER-95	unigram	play	collectiontf	10.224918665034282
INEX_XER-95	unigram	leading	collectiontf	5.673323267171493
INEX_XER-95	unigram	role	collectiontf	8.463792414689122
INEX_XER-95	bigram	tom hank	collectiontf	6.0112671744041615
INEX_XER-95	bigram	hank movies	collectiontf	-Infinity
INEX_XER-95	bigram	movies play	collectiontf	-Infinity
INEX_XER-95	bigram	play leading	collectiontf	-Infinity
INEX_XER-95	bigram	leading role	collectiontf	3.044522437723423
INEX_XER-96	unigram	pure	collectiontf	7.190676034332207
INEX_XER-96	unigram	object	collectiontf	6.912742820493176
INEX_XER-96	unigram	orient	collectiontf	9.579072337028126
INEX_XER-96	unigram	program	collectiontf	8.916103530553727
INEX_XER-96	unigram	language	collectiontf	12.34816231143625
INEX_XER-96	bigram	pure object	collectiontf	-Infinity
INEX_XER-96	bigram	object orient	collectiontf	3.828641396489095
INEX_XER-96	bigram	orient program	collectiontf	3.912023005428146
INEX_XER-96	bigram	program language	collectiontf	7.497207223203318
INEX_XER-97	unigram	compile	collectiontf	5.834810737062605
INEX_XER-97	unigram	compile	collectiontf	5.834810737062605
INEX_XER-97	unigram	c	collectiontf	10.98220320948978
INEX_XER-97	unigram	c	collectiontf	10.98220320948978
INEX_XER-97	bigram	compile compile	collectiontf	3.4657359027997265
INEX_XER-97	bigram	compile c	collectiontf	1.0986122886681098
INEX_XER-97	bigram	c c	collectiontf	7.077498053569231
INEX_XER-98	unigram	maker	collectiontf	7.151485463904735
INEX_XER-98	unigram	lawn	collectiontf	6.182084906716632
INEX_XER-98	unigram	tennis	collectiontf	9.394576760974909
INEX_XER-98	unigram	rackets	collectiontf	1.6094379124341003
INEX_XER-98	bigram	maker lawn	collectiontf	-Infinity
INEX_XER-98	bigram	lawn tennis	collectiontf	4.23410650459726
INEX_XER-98	bigram	tennis rackets	collectiontf	-Infinity
INEX_XER-99	unigram	computer	collectiontf	9.735423867488873
INEX_XER-99	unigram	system	collectiontf	10.386469103072121
INEX_XER-99	unigram	recursive	collectiontf	0.6931471805599453
INEX_XER-99	unigram	acronym	collectiontf	2.772588722239781
INEX_XER-99	unigram	name	collectiontf	13.304433235858246
INEX_XER-99	bigram	computer system	collectiontf	4.07753744390572
INEX_XER-99	bigram	system recursive	collectiontf	-Infinity
INEX_XER-99	bigram	recursive acronym	collectiontf	-Infinity
INEX_XER-99	bigram	acronym name	collectiontf	-Infinity
INEX_XER-100	unigram	operate	collectiontf	7.872836175025724
INEX_XER-100	unigram	system	collectiontf	10.386469103072121
INEX_XER-100	unigram	steve	collectiontf	11.201401418032876
INEX_XER-100	unigram	job	collectiontf	6.748759547491679
INEX_XER-100	unigram	related	collectiontf	9.965992757887525
INEX_XER-100	bigram	operate system	collectiontf	6.5337888379333435
INEX_XER-100	bigram	system steve	collectiontf	-Infinity
INEX_XER-100	bigram	steve job	collectiontf	3.9512437185814275
INEX_XER-100	bigram	job related	collectiontf	-Infinity
INEX_XER-106	unigram	noble	collectiontf	9.676273226851437
INEX_XER-106	unigram	english	collectiontf	12.4924726464794
INEX_XER-106	unigram	person	collectiontf	8.746716349694486
INEX_XER-106	unigram	hundred	collectiontf	7.045776576879511
INEX_XER-106	unigram	years	collectiontf	10.018199209668024
INEX_XER-106	unigram	war	collectiontf	11.821938408123838
INEX_XER-106	bigram	noble english	collectiontf	0.6931471805599453
INEX_XER-106	bigram	english person	collectiontf	-Infinity
INEX_XER-106	bigram	person hundred	collectiontf	-Infinity
INEX_XER-106	bigram	hundred years	collectiontf	4.852030263919617
INEX_XER-106	bigram	years war	collectiontf	7.025538314638521
INEX_XER-108	unigram	state	collectiontf	14.145744088551588
INEX_XER-108	unigram	capitals	collectiontf	7.899524472032198
INEX_XER-108	unigram	united	collectiontf	14.5437376789604
INEX_XER-108	unigram	states	collectiontf	14.307209629843593
INEX_XER-108	unigram	america	collectiontf	13.455079999095538
INEX_XER-108	bigram	state capitals	collectiontf	5.594711379601839
INEX_XER-108	bigram	capitals united	collectiontf	4.762173934797756
INEX_XER-108	bigram	united states	collectiontf	14.206640067305072
INEX_XER-108	bigram	states america	collectiontf	12.893903217942592
INEX_XER-109	unigram	national	collectiontf	12.230496929440697
INEX_XER-109	unigram	capitals	collectiontf	7.899524472032198
INEX_XER-109	unigram	situated	collectiontf	-Infinity
INEX_XER-109	unigram	island	collectiontf	11.377769896943771
INEX_XER-109	bigram	national capitals	collectiontf	3.784189633918261
INEX_XER-109	bigram	capitals situated	collectiontf	-Infinity
INEX_XER-109	bigram	situated island	collectiontf	-Infinity
INEX_XER-110	unigram	nobel	collectiontf	7.706162970199576
INEX_XER-110	unigram	prize	collectiontf	8.74909824839902
INEX_XER-110	unigram	literature	collectiontf	9.640498092674719
INEX_XER-110	unigram	winner	collectiontf	8.432506383249043
INEX_XER-110	unigram	poet	collectiontf	8.503499864284235
INEX_XER-110	bigram	nobel prize	collectiontf	7.4570320891223805
INEX_XER-110	bigram	prize literature	collectiontf	4.430816798843313
INEX_XER-110	bigram	literature winner	collectiontf	-Infinity
INEX_XER-110	bigram	winner poet	collectiontf	-Infinity
INEX_XER-113	unigram	formula	collectiontf	8.183397369998433
INEX_XER-113	unigram	1	collectiontf	10.46820459264593
INEX_XER-113	unigram	driver	collectiontf	7.930206206684683
INEX_XER-113	unigram	won	collectiontf	9.469931564261438
INEX_XER-113	unigram	monaco	collectiontf	9.229162126216771
INEX_XER-113	unigram	grand	collectiontf	10.451204254885868
INEX_XER-113	unigram	prix	collectiontf	8.128290171607052
INEX_XER-113	bigram	formula 1	collectiontf	1.0986122886681098
INEX_XER-113	bigram	1 driver	collectiontf	-Infinity
INEX_XER-113	bigram	driver won	collectiontf	-Infinity
INEX_XER-113	bigram	won monaco	collectiontf	-Infinity
INEX_XER-113	bigram	monaco grand	collectiontf	3.332204510175204
INEX_XER-113	bigram	grand prix	collectiontf	7.7823903355874595
INEX_XER-114	unigram	formula	collectiontf	8.183397369998433
INEX_XER-114	unigram	races	collectiontf	7.419979923661835
INEX_XER-114	unigram	europe	collectiontf	12.122343149998642
INEX_XER-114	bigram	formula races	collectiontf	2.8903717578961645
INEX_XER-114	bigram	races europe	collectiontf	0.0
INEX_XER-115	unigram	formula	collectiontf	8.183397369998433
INEX_XER-115	unigram	world	collectiontf	12.197526228728332
INEX_XER-115	unigram	constructor	collectiontf	5.0689042022202315
INEX_XER-115	unigram	champion	collectiontf	9.76249985923515
INEX_XER-115	bigram	formula world	collectiontf	4.07753744390572
INEX_XER-115	bigram	world constructor	collectiontf	3.4339872044851463
INEX_XER-115	bigram	constructor champion	collectiontf	3.4339872044851463
INEX_XER-116	unigram	italy	collectiontf	12.033325111170493
INEX_XER-116	unigram	nobel	collectiontf	7.706162970199576
INEX_XER-116	unigram	prize	collectiontf	8.74909824839902
INEX_XER-116	unigram	winner	collectiontf	8.432506383249043
INEX_XER-116	bigram	italy nobel	collectiontf	0.6931471805599453
INEX_XER-116	bigram	nobel prize	collectiontf	7.4570320891223805
INEX_XER-116	bigram	prize winner	collectiontf	4.605170185988092
INEX_XER-117	unigram	musician	collectiontf	10.932928382342938
INEX_XER-117	unigram	appear	collectiontf	6.762729506931879
INEX_XER-117	unigram	blues	collectiontf	11.699960893990403
INEX_XER-117	unigram	brother	collectiontf	10.182255007598334
INEX_XER-117	unigram	movies	collectiontf	6.8679744089702925
INEX_XER-117	bigram	musician appear	collectiontf	-Infinity
INEX_XER-117	bigram	appear blues	collectiontf	-Infinity
INEX_XER-117	bigram	blues brother	collectiontf	5.117993812416755
INEX_XER-117	bigram	brother movies	collectiontf	-Infinity
INEX_XER-118	unigram	france	collectiontf	12.644340479603889
INEX_XER-118	unigram	car	collectiontf	9.395823592107716
INEX_XER-118	unigram	model	collectiontf	8.843037724962366
INEX_XER-118	unigram	1960	collectiontf	8.339023005744759
INEX_XER-118	unigram	s	collectiontf	10.971039078250866
INEX_XER-118	bigram	france car	collectiontf	2.302585092994046
INEX_XER-118	bigram	car model	collectiontf	1.0986122886681098
INEX_XER-118	bigram	model 1960	collectiontf	-Infinity
INEX_XER-118	bigram	1960 s	collectiontf	-Infinity
INEX_XER-119	unigram	switzerland	collectiontf	10.607896085373092
INEX_XER-119	unigram	canton	collectiontf	9.4054136126953
INEX_XER-119	unigram	speak	collectiontf	7.711548979629146
INEX_XER-119	unigram	germany	collectiontf	12.511555342607462
INEX_XER-119	bigram	switzerland canton	collectiontf	6.311734809152915
INEX_XER-119	bigram	canton speak	collectiontf	-Infinity
INEX_XER-119	bigram	speak germany	collectiontf	0.0
INEX_XER-121	unigram	us	collectiontf	10.894421827406049
INEX_XER-121	unigram	president	collectiontf	10.678007325311796
INEX_XER-121	unigram	1960	collectiontf	8.339023005744759
INEX_XER-121	bigram	us president	collectiontf	3.091042453358316
INEX_XER-121	bigram	president 1960	collectiontf	-Infinity
INEX_XER-122	unigram	movies	collectiontf	6.8679744089702925
INEX_XER-122	unigram	eight	collectiontf	7.92588031673756
INEX_XER-122	unigram	academy	collectiontf	9.637306011530349
INEX_XER-122	unigram	award	collectiontf	10.914942999089615
INEX_XER-122	bigram	movies eight	collectiontf	-Infinity
INEX_XER-122	bigram	eight academy	collectiontf	-Infinity
INEX_XER-122	bigram	academy award	collectiontf	6.52795791762255
INEX_XER-123	unigram	fifa	collectiontf	8.039802343736485
INEX_XER-123	unigram	world	collectiontf	12.197526228728332
INEX_XER-123	unigram	cup	collectiontf	9.407550541263888
INEX_XER-123	unigram	national	collectiontf	12.230496929440697
INEX_XER-123	unigram	team	collectiontf	12.921732014501975
INEX_XER-123	unigram	winner	collectiontf	8.432506383249043
INEX_XER-123	unigram	1974	collectiontf	8.066207568006265
INEX_XER-123	bigram	fifa world	collectiontf	7.8567067930958405
INEX_XER-123	bigram	world cup	collectiontf	8.621373010325902
INEX_XER-123	bigram	cup national	collectiontf	4.143134726391533
INEX_XER-123	bigram	national team	collectiontf	7.27931883541462
INEX_XER-123	bigram	team winner	collectiontf	1.791759469228055
INEX_XER-123	bigram	winner 1974	collectiontf	-Infinity
INEX_XER-124	unigram	novel	collectiontf	10.332766838743547
INEX_XER-124	unigram	won	collectiontf	9.469931564261438
INEX_XER-124	unigram	book	collectiontf	8.963288275610298
INEX_XER-124	unigram	prize	collectiontf	8.74909824839902
INEX_XER-124	bigram	novel won	collectiontf	-Infinity
INEX_XER-124	bigram	won book	collectiontf	-Infinity
INEX_XER-124	bigram	book prize	collectiontf	5.2574953720277815
INEX_XER-125	unigram	country	collectiontf	12.926088118951263
INEX_XER-125	unigram	won	collectiontf	9.469931564261438
INEX_XER-125	unigram	fifa	collectiontf	8.039802343736485
INEX_XER-125	unigram	world	collectiontf	12.197526228728332
INEX_XER-125	unigram	cup	collectiontf	9.407550541263888
INEX_XER-125	bigram	country won	collectiontf	-Infinity
INEX_XER-125	bigram	won fifa	collectiontf	-Infinity
INEX_XER-125	bigram	fifa world	collectiontf	7.8567067930958405
INEX_XER-125	bigram	world cup	collectiontf	8.621373010325902
INEX_XER-126	unigram	toy	collectiontf	7.804251383528112
INEX_XER-126	unigram	train	collectiontf	9.106866963499908
INEX_XER-126	unigram	manufacturer	collectiontf	9.965898812657525
INEX_XER-126	unigram	business	collectiontf	9.157783121237507
INEX_XER-126	bigram	toy train	collectiontf	1.9459101490553132
INEX_XER-126	bigram	train manufacturer	collectiontf	2.302585092994046
INEX_XER-126	bigram	manufacturer business	collectiontf	-Infinity
INEX_XER-127	unigram	germany	collectiontf	12.511555342607462
INEX_XER-127	unigram	female	collectiontf	7.86403565907245
INEX_XER-127	unigram	politician	collectiontf	10.793947524375762
INEX_XER-127	bigram	germany female	collectiontf	3.5553480614894135
INEX_XER-127	bigram	female politician	collectiontf	-Infinity
INEX_XER-128	unigram	bond	collectiontf	8.72453251118548
INEX_XER-128	unigram	girl	collectiontf	9.496871782670567
INEX_XER-128	bigram	bond girl	collectiontf	4.418840607796598
INEX_XER-129	unigram	science	collectiontf	10.488520429241627
INEX_XER-129	unigram	fiction	collectiontf	10.684760072732194
INEX_XER-129	unigram	book	collectiontf	8.963288275610298
INEX_XER-129	unigram	written	collectiontf	6.4692503167957724
INEX_XER-129	unigram	1980	collectiontf	8.300528606199737
INEX_XER-129	bigram	science fiction	collectiontf	9.54438108340598
INEX_XER-129	bigram	fiction book	collectiontf	5.342334251964811
INEX_XER-129	bigram	book written	collectiontf	-Infinity
INEX_XER-129	bigram	written 1980	collectiontf	-Infinity
INEX_XER-130	unigram	star	collectiontf	12.420752480432188
INEX_XER-130	unigram	trek	collectiontf	8.941545475242885
INEX_XER-130	unigram	captain	collectiontf	8.828494129466652
INEX_XER-130	bigram	star trek	collectiontf	8.934586870389676
INEX_XER-130	bigram	trek captain	collectiontf	-Infinity
INEX_XER-132	unigram	living	collectiontf	8.363342466597977
INEX_XER-132	unigram	nordic	collectiontf	6.398594934535208
INEX_XER-132	unigram	classical	collectiontf	9.477998292597036
INEX_XER-132	unigram	composer	collectiontf	9.436678814186912
INEX_XER-132	bigram	living nordic	collectiontf	-Infinity
INEX_XER-132	bigram	nordic classical	collectiontf	-Infinity
INEX_XER-132	bigram	classical composer	collectiontf	3.871201010907891
INEX_XER-133	unigram	eu	collectiontf	5.929589143389895
INEX_XER-133	unigram	country	collectiontf	12.926088118951263
INEX_XER-133	bigram	eu country	collectiontf	0.0
INEX_XER-134	unigram	record	collectiontf	13.04574363801813
INEX_XER-134	unigram	break	collectiontf	7.87777633327726
INEX_XER-134	unigram	sprint	collectiontf	6.6895992691789665
INEX_XER-134	unigram	male	collectiontf	8.263332667439967
INEX_XER-134	unigram	100	collectiontf	7.713784616598755
INEX_XER-134	unigram	meter	collectiontf	6.565264970035361
INEX_XER-134	unigram	sprint	collectiontf	6.6895992691789665
INEX_XER-134	bigram	record break	collectiontf	3.828641396489095
INEX_XER-134	bigram	break sprint	collectiontf	-Infinity
INEX_XER-134	bigram	sprint male	collectiontf	0.0
INEX_XER-134	bigram	male 100	collectiontf	-Infinity
INEX_XER-134	bigram	100 meter	collectiontf	-Infinity
INEX_XER-134	bigram	meter sprint	collectiontf	-Infinity
INEX_XER-135	unigram	professional	collectiontf	9.932317934204004
INEX_XER-135	unigram	baseball	collectiontf	10.345220299814834
INEX_XER-135	unigram	team	collectiontf	12.921732014501975
INEX_XER-135	unigram	japan	collectiontf	12.203659736805884
INEX_XER-135	bigram	professional baseball	collectiontf	6.639875833826536
INEX_XER-135	bigram	baseball team	collectiontf	7.8343923029104365
INEX_XER-135	bigram	team japan	collectiontf	5.159055299214529
INEX_XER-136	unigram	japan	collectiontf	12.203659736805884
INEX_XER-136	unigram	player	collectiontf	10.905331932762941
INEX_XER-136	unigram	major	collectiontf	9.495068084601527
INEX_XER-136	unigram	league	collectiontf	11.858003423063298
INEX_XER-136	unigram	baseball	collectiontf	10.345220299814834
INEX_XER-136	bigram	japan player	collectiontf	0.0
INEX_XER-136	bigram	player major	collectiontf	5.0369526024136295
INEX_XER-136	bigram	major league	collectiontf	8.689632748355741
INEX_XER-136	bigram	league baseball	collectiontf	9.510296805303351
INEX_XER-138	unigram	national	collectiontf	12.230496929440697
INEX_XER-138	unigram	park	collectiontf	11.77732611613264
INEX_XER-138	unigram	east	collectiontf	11.430966756271793
INEX_XER-138	unigram	coast	collectiontf	10.455272761356362
INEX_XER-138	unigram	canada	collectiontf	12.751360563726237
INEX_XER-138	unigram	us	collectiontf	10.894421827406049
INEX_XER-138	bigram	national park	collectiontf	8.908964972392399
INEX_XER-138	bigram	park east	collectiontf	5.236441962829949
INEX_XER-138	bigram	east coast	collectiontf	8.438366410870266
INEX_XER-138	bigram	coast canada	collectiontf	0.0
INEX_XER-138	bigram	canada us	collectiontf	0.6931471805599453
INEX_XER-139	unigram	film	collectiontf	11.439644842775813
INEX_XER-139	unigram	direct	collectiontf	7.471363088187097
INEX_XER-139	unigram	akira	collectiontf	8.209580483475577
INEX_XER-139	unigram	kurosawa	collectiontf	7.072421900537371
INEX_XER-139	bigram	film direct	collectiontf	7.055312843339752
INEX_XER-139	bigram	direct akira	collectiontf	0.6931471805599453
INEX_XER-139	bigram	akira kurosawa	collectiontf	6.569481420414296
INEX_XER-140	unigram	airport	collectiontf	9.201198714058899
INEX_XER-140	unigram	germany	collectiontf	12.511555342607462
INEX_XER-140	bigram	airport germany	collectiontf	2.772588722239781
INEX_XER-141	unigram	university	collectiontf	12.834814629397782
INEX_XER-141	unigram	catalunya	collectiontf	5.910796644040527
INEX_XER-141	bigram	university catalunya	collectiontf	-Infinity
INEX_XER-143	unigram	hanseatic	collectiontf	8.163086375583216
INEX_XER-143	unigram	league	collectiontf	11.858003423063298
INEX_XER-143	unigram	germany	collectiontf	12.511555342607462
INEX_XER-143	unigram	netherlands	collectiontf	11.25285855955142
INEX_XER-143	unigram	circle	collectiontf	8.695841342843883
INEX_XER-143	bigram	hanseatic league	collectiontf	4.174387269895637
INEX_XER-143	bigram	league germany	collectiontf	4.204692619390966
INEX_XER-143	bigram	germany netherlands	collectiontf	3.1354942159291497
INEX_XER-143	bigram	netherlands circle	collectiontf	0.0
INEX_XER-144	unigram	chess	collectiontf	8.31115254800169
INEX_XER-144	unigram	world	collectiontf	12.197526228728332
INEX_XER-144	unigram	champion	collectiontf	9.76249985923515
INEX_XER-144	bigram	chess world	collectiontf	1.3862943611198906
INEX_XER-144	bigram	world champion	collectiontf	5.204006687076795
INEX_XER-147	unigram	chemical	collectiontf	8.53050420547591
INEX_XER-147	unigram	elements	collectiontf	6.782192056006791
INEX_XER-147	unigram	name	collectiontf	13.304433235858246
INEX_XER-147	unigram	people	collectiontf	12.521248282290877
INEX_XER-147	bigram	chemical elements	collectiontf	5.846438775057725
INEX_XER-147	bigram	elements name	collectiontf	-Infinity
INEX_XER-147	bigram	name people	collectiontf	8.000349495324684
QALD2_te-1	unigram	germany	collectiontf	12.511555342607462
QALD2_te-1	unigram	city	collectiontf	14.618563160431117
QALD2_te-1	unigram	250000	collectiontf	-Infinity
QALD2_te-1	unigram	inhabitant	collectiontf	6.674561391814426
QALD2_te-1	bigram	germany city	collectiontf	5.958424693029782
QALD2_te-1	bigram	city 250000	collectiontf	-Infinity
QALD2_te-1	bigram	250000 inhabitant	collectiontf	-Infinity
QALD2_te-2	unigram	successor	collectiontf	10.762106797794535
QALD2_te-2	unigram	john	collectiontf	13.123904189743088
QALD2_te-2	unigram	f	collectiontf	10.457286455149985
QALD2_te-2	unigram	kennedy	collectiontf	9.751850377873168
QALD2_te-2	bigram	successor john	collectiontf	7.553286605600419
QALD2_te-2	bigram	john f	collectiontf	7.766840537085513
QALD2_te-2	bigram	f kennedy	collectiontf	7.323830566202317
QALD2_te-3	unigram	mayor	collectiontf	9.8022297204619
QALD2_te-3	unigram	berlin	collectiontf	10.299979185845183
QALD2_te-3	bigram	mayor berlin	collectiontf	2.6390573296152584
QALD2_te-5	unigram	second	collectiontf	10.523445569477712
QALD2_te-5	unigram	highest	collectiontf	4.356708826689592
QALD2_te-5	unigram	mountain	collectiontf	10.444910274279497
QALD2_te-5	unigram	earth	collectiontf	9.280425979542871
QALD2_te-5	bigram	second highest	collectiontf	-Infinity
QALD2_te-5	bigram	highest mountain	collectiontf	-Infinity
QALD2_te-5	bigram	mountain earth	collectiontf	-Infinity
QALD2_te-6	unigram	give	collectiontf	8.642768014324304
QALD2_te-6	unigram	professional	collectiontf	9.932317934204004
QALD2_te-6	unigram	skateboard	collectiontf	5.62040086571715
QALD2_te-6	unigram	sweden	collectiontf	11.35924967236618
QALD2_te-6	bigram	give professional	collectiontf	-Infinity
QALD2_te-6	bigram	professional skateboard	collectiontf	0.6931471805599453
QALD2_te-6	bigram	skateboard sweden	collectiontf	-Infinity
QALD2_te-8	unigram	country	collectiontf	12.926088118951263
